tt0000001 5.7 1684
tt0000013 5.7 1610
tt0000023 5.7 1180
tt0000026 5.7 1336
tt0000107 5.7 12
tt0000123 5.7 78
tt0000153 5.7 353
tt0000204 5.7 7
tt0000208 5.7 479
tt0000261 5.7 47
tt0000264 5.7 369
tt0000296 5.7 216
tt0000352 5.7 25
tt0000519 5.7 307
tt0000524 5.7 665
tt0000595 5.7 6
tt0000628 5.7 692
tt0000709 5.7 34
tt0000749 5.7 663
tt0000755 5.7 166
tt0000764 5.7 104
tt0000779 5.7 6
tt0000843 5.7 10
tt0000855 5.7 9
tt0000871 5.7 63
tt0000966 5.7 296
tt0000975 5.7 7
tt0001044 5.7 80
tt0001085 5.7 6
tt0001120 5.7 162
tt0001207 5.7 90
tt0001245 5.7 47
tt0001388 5.7 65
tt0001432 5.7 15
tt0001463 5.7 1391
tt0001481 5.7 11
tt0001500 5.7 6
tt0001518 5.7 7
tt0001630 5.7 17
tt0001742 5.7 6
tt0002098 5.7 119
tt0002132 5.7 7
tt0002133 5.7 160
tt0002139 5.7 9
tt0002153 5.7 46
tt0002199 5.7 504
tt0002303 5.7 157
tt0002465 5.7 25
tt0002523 5.7 75
tt0002917 5.7 23
tt0003104 5.7 253
tt0003362 5.7 9
tt0003526 5.7 29
tt0003545 5.7 13
tt0003565 5.7 22
tt0003816 5.7 12
tt0003961 5.7 1386
tt0004007 5.7 723
tt0004196 5.7 37
tt0004277 5.7 800
tt0004282 5.7 1158
tt0004635 5.7 893
tt0004646 5.7 11
tt0004838 5.7 137
tt0004846 5.7 25
tt0004908 5.7 19
tt0005034 5.7 7
tt0005220 5.7 135
tt0005228 5.7 12
tt0005310 5.7 228
tt0005314 5.7 240
tt0005542 5.7 1413
tt0005582 5.7 7
tt0005600 5.7 39
tt0005864 5.7 168
tt0005955 5.7 75
tt0006036 5.7 6
tt0006088 5.7 6
tt0006258 5.7 28
tt0006331 5.7 6
tt0006397 5.7 37
tt0006399 5.7 54
tt0006426 5.7 12
tt0006444 5.7 48
tt0006699 5.7 10
tt0006745 5.7 480
tt0006761 5.7 54
tt0007117 5.7 9
tt0007309 5.7 190
tt0007353 5.7 13
tt0007413 5.7 84
tt0007522 5.7 104
tt0007617 5.7 90
tt0007690 5.7 6
tt0007715 5.7 46
tt0007726 5.7 18
tt0007812 5.7 23
tt0008072 5.7 14
tt0008491 5.7 9
tt0008539 5.7 14
tt0008692 5.7 22
tt0009082 5.7 23
tt0009246 5.7 253
tt0009434 5.7 244
tt0009471 5.7 6
tt0009522 5.7 101
tt0009596 5.7 7
tt0009600 5.7 11
tt0009650 5.7 23
tt0009682 5.7 711
tt0009853 5.7 22
tt0009976 5.7 638
tt0010158 5.7 7
tt0010181 5.7 43
tt0010193 5.7 674
tt0010208 5.7 571
tt0010227 5.7 510
tt0010229 5.7 11
tt0010311 5.7 83
tt0010325 5.7 9
tt0010422 5.7 9
tt0011078 5.7 47
tt0011114 5.7 9
tt0011172 5.7 7
tt0011238 5.7 11
tt0011428 5.7 18
tt0011507 5.7 11
tt0011513 5.7 195
tt0011568 5.7 25
tt0011647 5.7 127
tt0011717 5.7 78
tt0012434 5.7 13
tt0012620 5.7 1258
tt0012664 5.7 7
tt0013194 5.7 59
tt0013825 5.7 11
tt0013906 5.7 15
tt0013920 5.7 6
tt0013955 5.7 6
tt0014293 5.7 43
tt0014316 5.7 68
tt0014407 5.7 396
tt0014419 5.7 187
tt0014607 5.7 79
tt0014826 5.7 110
tt0014888 5.7 9
tt0015164 5.7 48
tt0015339 5.7 69
tt0015355 5.7 10
tt0015419 5.7 6
tt0015477 5.7 225
tt0015501 5.7 6
tt0015504 5.7 15
tt0015639 5.7 13
tt0015669 5.7 40
tt0016094 5.7 20
tt0016367 5.7 23
tt0016430 5.7 15
tt0016507 5.7 6
tt0016545 5.7 250
tt0016595 5.7 18
tt0016867 5.7 6
tt0016871 5.7 769
tt0016988 5.7 48
tt0017089 5.7 32
tt0017127 5.7 10
tt0017184 5.7 106
tt0017218 5.7 26
tt0017267 5.7 6
tt0017433 5.7 21
tt0017532 5.7 27
tt0017610 5.7 16
tt0017706 5.7 53
tt0017764 5.7 7
tt0017768 5.7 7
tt0017843 5.7 2530
tt0017962 5.7 12
tt0018043 5.7 7
tt0018575 5.7 9
tt0018613 5.7 23
tt0018740 5.7 11
tt0018748 5.7 24
tt0018822 5.7 7
tt0019019 5.7 6
tt0019096 5.7 746
tt0019328 5.7 171
tt0019445 5.7 151
tt0019572 5.7 34
tt0019683 5.7 9
tt0019699 5.7 264
tt0019729 5.7 6513
tt0019752 5.7 38
tt0020041 5.7 350
tt0020109 5.7 99
tt0020135 5.7 41
tt0020217 5.7 177
tt0020356 5.7 22
tt0020404 5.7 74
tt0020490 5.7 145
tt0020620 5.7 1343
tt0020647 5.7 261
tt0020723 5.7 10
tt0020746 5.7 41
tt0020758 5.7 345
tt0020763 5.7 119
tt0020784 5.7 341
tt0020790 5.7 6
tt0020805 5.7 68
tt0020810 5.7 70
tt0020857 5.7 17
tt0020895 5.7 86
tt0020911 5.7 57
tt0020999 5.7 33
tt0021085 5.7 30
tt0021132 5.7 155
tt0021199 5.7 41
tt0021203 5.7 81
tt0021214 5.7 19
tt0021271 5.7 12
tt0021276 5.7 118
tt0021282 5.7 351
tt0021294 5.7 595
tt0021304 5.7 159
tt0021434 5.7 268
tt0021493 5.7 258
tt0021511 5.7 119
tt0021534 5.7 548
tt0021545 5.7 43
tt0021602 5.7 15
tt0021630 5.7 42
tt0021656 5.7 65
tt0021659 5.7 112
tt0021660 5.7 184
tt0021687 5.7 221
tt0021882 5.7 20
tt0021926 5.7 74
tt0021927 5.7 168
tt0022135 5.7 146
tt0022165 5.7 15
tt0022226 5.7 33
tt0022296 5.7 126
tt0022337 5.7 12
tt0022356 5.7 75
tt0022365 5.7 59
tt0022376 5.7 96
tt0022382 5.7 430
tt0022392 5.7 48
tt0022402 5.7 870
tt0022405 5.7 471
tt0022479 5.7 81
tt0022481 5.7 119
tt0022491 5.7 94
tt0022555 5.7 35
tt0022557 5.7 7
tt0022646 5.7 22
tt0022673 5.7 56
tt0022678 5.7 33
tt0022699 5.7 201
tt0022731 5.7 231
tt0022734 5.7 6
tt0022819 5.7 35
tt0022866 5.7 31
tt0022882 5.7 495
tt0022918 5.7 204
tt0022945 5.7 151
tt0023000 5.7 25
tt0023011 5.7 43
tt0023030 5.7 47
tt0023128 5.7 64
tt0023229 5.7 84
tt0023352 5.7 241
tt0023397 5.7 168
tt0023413 5.7 73
tt0023460 5.7 133
tt0023485 5.7 76
tt0023512 5.7 43
tt0023523 5.7 670
tt0023524 5.7 129
tt0023652 5.7 271
tt0023677 5.7 253
tt0023711 5.7 11
tt0023764 5.7 38
tt0023895 5.7 6
tt0023930 5.7 32
tt0023946 5.7 7
tt0023983 5.7 9
tt0024015 5.7 36
tt0024018 5.7 75
tt0024051 5.7 33
tt0024078 5.7 263
tt0024124 5.7 589
tt0024127 5.7 1628
tt0024189 5.7 60
tt0024256 5.7 40
tt0024286 5.7 65
tt0024349 5.7 7
